"MEASURE","Measure","SEX_ABS","Sex","AGE","Age","REGIONTYPE","Geography Level","ASGS_2016","Region","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","20202","Heathcote - Castlemaine - Kyneton","A","Annual","2019","2019",3167,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","20203","Loddon - Elmore","A","Annual","2019","2019",710,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","20301","Barwon - West","A","Annual","2019","2019",1627,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","20302","Geelong","A","Annual","2019","2019",11811,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","20303","Surf Coast - Bellarine Peninsula","A","Annual","2019","2019",5504,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","20401","Upper Goulburn Valley","A","Annual","2019","2019",3504,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","20402","Wangaratta - Benalla","A","Annual","2019","2019",2997,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","20403","Wodonga - Alpine","A","Annual","2019","2019",4940,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","20501","Baw Baw","A","Annual","2019","2019",3614,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","20502","Gippsland - East","A","Annual","2019","2019",2682,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","20503","Gippsland - South West","A","Annual","2019","2019",3993,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","20504","Latrobe Valley","A","Annual","2019","2019",4544,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","20505","Wellington","A","Annual","2019","2019",2744,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","21501","Grampians","A","Annual","2019","2019",3575,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","21502","Mildura","A","Annual","2019","2019",3538,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","21503","Murray River - Swan Hill","A","Annual","2019","2019",2244,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","21601","Campaspe","A","Annual","2019","2019",2363,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","21602","Moira","A","Annual","2019","2019",1820,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","21603","Shepparton","A","Annual","2019","2019",4468,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","21701","Glenelg - Southern Grampians","A","Annual","2019","2019",2074,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","21703","Colac - Corangamite","A","Annual","2019","2019",2378,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","21704","Warrnambool","A","Annual","2019","2019",3438,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","29797","Migratory - Offshore - Shipping (Vic.)","A","Annual","2019","2019",0,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","30101","Capalaba","A","Annual","2019","2019",5267,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","30102","Cleveland - Stradbroke","A","Annual","2019","2019",6356,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","30103","Wynnum - Manly","A","Annual","2019","2019",5108,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","30201","Bald Hills - Everton Park","A","Annual","2019","2019",2793,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","30202","Chermside","A","Annual","2019","2019",4231,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","30203","Nundah","A","Annual","2019","2019",2035,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","30204","Sandgate","A","Annual","2019","2019",3841,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","30301","Carindale","A","Annual","2019","2019",3277,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","30302","Holland Park - Yeronga","A","Annual","2019","2019",3419,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","30303","Mt Gravatt","A","Annual","2019","2019",5004,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","30304","Nathan","A","Annual","2019","2019",2319,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","30305","Rocklea - Acacia Ridge","A","Annual","2019","2019",4267,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","30306","Sunnybank","A","Annual","2019","2019",3045,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","30401","Centenary","A","Annual","2019","2019",2365,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","30402","Kenmore - Brookfield - Moggill","A","Annual","2019","2019",4055,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","30403","Sherwood - Indooroopilly","A","Annual","2019","2019",2936,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","30404","The Gap - Enoggera","A","Annual","2019","2019",3851,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","30501","Brisbane Inner","A","Annual","2019","2019",2223,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","30502","Brisbane Inner - East","A","Annual","2019","2019",2444,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","30503","Brisbane Inner - North","A","Annual","2019","2019",4561,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","30504","Brisbane Inner - West","A","Annual","2019","2019",3593,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","31001","Forest Lake - Oxley","A","Annual","2019","2019",5153,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","31002","Ipswich Hinterland","A","Annual","2019","2019",4850,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","31003","Ipswich Inner","A","Annual","2019","2019",8147,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","31004","Springfield - Redbank","A","Annual","2019","2019",8023,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","31101","Beaudesert","A","Annual","2019","2019",1182,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","31102","Beenleigh","A","Annual","2019","2019",3170,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","31103","Browns Plains","A","Annual","2019","2019",6781,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","31104","Jimboomba","A","Annual","2019","2019",4709,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","31105","Loganlea - Carbrook","A","Annual","2019","2019",4423,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","31106","Springwood - Kingston","A","Annual","2019","2019",5722,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","31301","Bribie - Beachmere","A","Annual","2019","2019",1925,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","31302","Caboolture","A","Annual","2019","2019",5339,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","31303","Caboolture Hinterland","A","Annual","2019","2019",920,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","31304","Narangba - Burpengary","A","Annual","2019","2019",5256,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","31305","Redcliffe","A","Annual","2019","2019",3833,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","31401","The Hills District","A","Annual","2019","2019",7386,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","31402","North Lakes","A","Annual","2019","2019",6581,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","31403","Strathpine","A","Annual","2019","2019",2746,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","30601","Cairns - North","A","Annual","2019","2019",4249,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","30602","Cairns - South","A","Annual","2019","2019",7350,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","30603","Innisfail - Cassowary Coast","A","Annual","2019","2019",2468,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","30604","Port Douglas - Daintree","A","Annual","2019","2019",692,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","30605","Tablelands (East) - Kuranda","A","Annual","2019","2019",2872,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","30701","Darling Downs (West) - Maranoa","A","Annual","2019","2019",3410,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","30702","Darling Downs - East","A","Annual","2019","2019",3282,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","30703","Granite Belt","A","Annual","2019","2019",2684,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","30801","Central Highlands (Qld)","A","Annual","2019","2019",2401,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","30803","Rockhampton","A","Annual","2019","2019",8235,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","30804","Biloela","A","Annual","2019","2019",1073,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","30805","Gladstone","A","Annual","2019","2019",4875,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","30901","Broadbeach - Burleigh","A","Annual","2019","2019",3294,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","30902","Coolangatta","A","Annual","2019","2019",3225,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","30903","Gold Coast - North","A","Annual","2019","2019",3354,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","30904","Gold Coast Hinterland","A","Annual","2019","2019",1396,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","30905","Mudgeeraba - Tallebudgera","A","Annual","2019","2019",3105,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","30906","Nerang","A","Annual","2019","2019",4861,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","30907","Ormeau - Oxenford","A","Annual","2019","2019",11803,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","30908","Robina","A","Annual","2019","2019",3275,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","30909","Southport","A","Annual","2019","2019",2978,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","30910","Surfers Paradise","A","Annual","2019","2019",1830,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","31201","Bowen Basin - North","A","Annual","2019","2019",2294,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","31202","Mackay","A","Annual","2019","2019",8246,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","31203","Whitsunday","A","Annual","2019","2019",1396,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","31501","Far North","A","Annual","2019","2019",2962,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","31502","Outback - North","A","Annual","2019","2019",2075,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","31503","Outback - South","A","Annual","2019","2019",1103,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","31601","Buderim","A","Annual","2019","2019",4492,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","31602","Caloundra","A","Annual","2019","2019",5906,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","31603","Maroochy","A","Annual","2019","2019",3137,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","31605","Noosa","A","Annual","2019","2019",3213,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","31606","Sunshine Coast Hinterland","A","Annual","2019","2019",3666,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","31607","Nambour","A","Annual","2019","2019",3270,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","31608","Noosa Hinterland","A","Annual","2019","2019",1847,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","31701","Toowoomba","A","Annual","2019","2019",10911,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","31801","Charters Towers - Ayr - Ingham","A","Annual","2019","2019",2935,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","31802","Townsville","A","Annual","2019","2019",12945,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","31901","Bundaberg","A","Annual","2019","2019",5928,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","31902","Burnett","A","Annual","2019","2019",3430,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","31903","Gympie - Cooloola","A","Annual","2019","2019",3575,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","31904","Hervey Bay","A","Annual","2019","2019",3983,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","31905","Maryborough","A","Annual","2019","2019",2827,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","39797","Migratory - Offshore - Shipping (Qld)","A","Annual","2019","2019",0,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","40101","Adelaide City","A","Annual","2019","2019",445,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","40102","Adelaide Hills","A","Annual","2019","2019",5451,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","40103","Burnside","A","Annual","2019","2019",3046,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","40104","Campbelltown (SA)","A","Annual","2019","2019",2885,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","40105","Norwood - Payneham - St Peters","A","Annual","2019","2019",1891,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","40106","Prospect - Walkerville","A","Annual","2019","2019",1679,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","40107","Unley","A","Annual","2019","2019",2312,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","A","Annual","2019","2019",2458,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","40202","Playford","A","Annual","2019","2019",6665,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","40203","Port Adelaide - East","A","Annual","2019","2019",3674,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","40204","Salisbury","A","Annual","2019","2019",9180,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","40205","Tea Tree Gully","A","Annual","2019","2019",5898,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","40301","Holdfast Bay","A","Annual","2019","2019",1773,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","40302","Marion","A","Annual","2019","2019",4783,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","40303","Mitcham","A","Annual","2019","2019",4241,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","40304","Onkaparinga","A","Annual","2019","2019",10808,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","40401","Charles Sturt","A","Annual","2019","2019",5880,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","40402","Port Adelaide - West","A","Annual","2019","2019",3107,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","40403","West Torrens","A","Annual","2019","2019",2930,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","40501","Barossa","A","Annual","2019","2019",2608,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","40502","Lower North","A","Annual","2019","2019",1479,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","40503","Mid North","A","Annual","2019","2019",1716,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","40504","Yorke Peninsula","A","Annual","2019","2019",1404,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","40601","Eyre Peninsula and South West","A","Annual","2019","2019",3761,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","40602","Outback - North and East","A","Annual","2019","2019",1636,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","40701","Fleurieu - Kangaroo Island","A","Annual","2019","2019",2904,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","40702","Limestone Coast","A","Annual","2019","2019",4479,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","40703","Murray and Mallee","A","Annual","2019","2019",4313,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","49797","Migratory - Offshore - Shipping (SA)","A","Annual","2019","2019",0,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","50201","Mandurah","A","Annual","2019","2019",6593,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","50301","Cottesloe - Claremont","A","Annual","2019","2019",5410,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","50302","Perth City","A","Annual","2019","2019",4460,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","50401","Bayswater - Bassendean","A","Annual","2019","2019",4040,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","50402","Mundaring","A","Annual","2019","2019",2926,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","50403","Swan","A","Annual","2019","2019",9755,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","50501","Joondalup","A","Annual","2019","2019",11209,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","50502","Stirling","A","Annual","2019","2019",10563,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","50503","Wanneroo","A","Annual","2019","2019",14762,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","50601","Armadale","A","Annual","2019","2019",5929,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","50602","Belmont - Victoria Park","A","Annual","2019","2019",3024,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","50603","Canning","A","Annual","2019","2019",5951,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","50604","Gosnells","A","Annual","2019","2019",8115,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","50605","Kalamunda","A","Annual","2019","2019",3970,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","50606","Serpentine - Jarrahdale","A","Annual","2019","2019",2344,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","50607","South Perth","A","Annual","2019","2019",2107,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","50701","Cockburn","A","Annual","2019","2019",6790,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","50702","Fremantle","A","Annual","2019","2019",2087,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","50703","Kwinana","A","Annual","2019","2019",2779,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","50704","Melville","A","Annual","2019","2019",6566,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","50705","Rockingham","A","Annual","2019","2019",9921,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","50101","Augusta - Margaret River - Busselton","A","Annual","2019","2019",4052,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","50102","Bunbury","A","Annual","2019","2019",7537,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","50103","Manjimup","A","Annual","2019","2019",1588,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","50901","Albany","A","Annual","2019","2019",4173,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","50902","Wheat Belt - North","A","Annual","2019","2019",3628,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","50903","Wheat Belt - South","A","Annual","2019","2019",1321,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","51001","Kimberley","A","Annual","2019","2019",2846,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","51002","East Pilbara","A","Annual","2019","2019",1397,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","51003","West Pilbara","A","Annual","2019","2019",2185,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","51101","Esperance","A","Annual","2019","2019",1114,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","51102","Gascoyne","A","Annual","2019","2019",605,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","51103","Goldfields","A","Annual","2019","2019",2601,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","51104","Mid West","A","Annual","2019","2019",3766,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","59797","Migratory - Offshore - Shipping (WA)","A","Annual","2019","2019",0,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","60101","Brighton","A","Annual","2019","2019",1385,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","60102","Hobart - North East","A","Annual","2019","2019",3383,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","60103","Hobart - North West","A","Annual","2019","2019",3450,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","60104","Hobart - South and West","A","Annual","2019","2019",2419,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","60105","Hobart Inner","A","Annual","2019","2019",2780,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","60106","Sorell - Dodges Ferry","A","Annual","2019","2019",1120,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","60201","Launceston","A","Annual","2019","2019",5136,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","60202","Meander Valley - West Tamar","A","Annual","2019","2019",1423,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","60203","North East","A","Annual","2019","2019",2252,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","60301","Central Highlands (Tas.)","A","Annual","2019","2019",784,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","60302","Huon - Bruny Island","A","Annual","2019","2019",1320,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","60303","South East Coast","A","Annual","2019","2019",309,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","60401","Burnie - Ulverstone","A","Annual","2019","2019",3077,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","60402","Devonport","A","Annual","2019","2019",2975,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","60403","West Coast","A","Annual","2019","2019",1187,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","69797","Migratory - Offshore - Shipping (Tas.)","A","Annual","2019","2019",0,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","70101","Darwin City","A","Annual","2019","2019",1082,,
"ERP","Estimated Resident Population","3","Persons","A10","10 - 14","SA3","Statistical Area Level 3","70102","Darwin Suburbs","A","Annual","2019","2019",3690,,
