DATE_AS_AT,AGG_LEVEL,STATE,ABS_CODE,ABS_NAME,AGE_LOWER,AGE_UPPER,AIR_FIRST_DOSE_PCT,AIR_SECOND_DOSE_PCT,AIR_FIRST_DOSE_APPROX_COUNT,AIR_SECOND_DOSE_APPROX_COUNT,AIR_INDIGENOUS_POPULATION,ABS_ERP_2019_POPULATION,VALIDATED,URL
2021-09-14,ASGS_2016_SA4,NSW,110,New England and North West,15,999,50.25,24.9,7204,3569,14336,149890,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-15-september-2021.pdf
2021-09-14,ASGS_2016_SA4,NSW,111,Newcastle and Lake Macquarie,15,999,56.86,29.26,5608,2886,9863,310484,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-15-september-2021.pdf
2021-09-14,ASGS_2016_SA4,NSW,112,Richmond - Tweed,15,999,41.93,21.75,3217,1669,7673,208471,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-15-september-2021.pdf
2021-09-14,ASGS_2016_SA4,NSW,113,Riverina,15,999,51.64,26.41,3160,1616,6119,128994,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-15-september-2021.pdf
2021-09-14,ASGS_2016_SA4,NSW,114,Southern Highlands and Shoalhaven,15,999,53.22,29.16,2495,1367,4688,129789,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-15-september-2021.pdf
2021-09-14,ASGS_2016_SA4,NSW,115,Sydney - Baulkham Hills and Hawkesbury,15,999,77.57,44.64,1034,595,1333,199726,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-15-september-2021.pdf
2021-09-14,ASGS_2016_SA4,NSW,116,Sydney - Blacktown,15,999,66.3,32.52,4642,2277,7001,291560,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-15-september-2021.pdf
2021-09-14,ASGS_2016_SA4,NSW,117,Sydney - City and Inner South,15,999,68.45,41.32,2773,1674,4051,333308,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-15-september-2021.pdf
2021-09-14,ASGS_2016_SA4,NSW,118,Sydney - Eastern Suburbs,15,999,71.24,46.42,1355,883,1902,251184,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-15-september-2021.pdf
2021-09-14,ASGS_2016_SA4,NSW,119,Sydney - Inner South West,15,999,74.57,42.64,2375,1358,3185,512553,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-15-september-2021.pdf
2021-09-14,ASGS_2016_SA4,NSW,120,Sydney - Inner West,15,999,73.04,43.24,1211,717,1658,274697,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-15-september-2021.pdf
2021-09-14,ASGS_2016_SA4,NSW,121,Sydney - North Sydney and Hornsby,15,999,76.43,52.17,775,529,1014,360504,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-15-september-2021.pdf
2021-09-14,ASGS_2016_SA4,NSW,122,Sydney - Northern Beaches,15,999,74.22,41.5,642,359,865,221234,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-15-september-2021.pdf
2021-09-14,ASGS_2016_SA4,NSW,123,Sydney - Outer South West,15,999,72.81,39.22,4695,2529,6448,224905,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-15-september-2021.pdf
2021-09-14,ASGS_2016_SA4,NSW,124,Sydney - Outer West and Blue Mountains,15,999,70.24,36.06,5012,2573,7136,260710,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-15-september-2021.pdf
2021-09-14,ASGS_2016_SA4,NSW,125,Sydney - Parramatta,15,999,68.12,36.32,1808,964,2654,404153,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-15-september-2021.pdf
2021-09-14,ASGS_2016_SA4,NSW,126,Sydney - Ryde,15,999,75,46.24,399,246,532,170309,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-15-september-2021.pdf
2021-09-14,ASGS_2016_SA4,NSW,127,Sydney - South West,15,999,70.22,37.57,2848,1524,4056,359341,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-15-september-2021.pdf
2021-09-14,ASGS_2016_SA4,NSW,128,Sydney - Sutherland,15,999,78.63,50.2,1347,860,1713,186637,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-15-september-2021.pdf
2021-09-14,ASGS_2016_SA4,NT,701,Darwin,15,999,44.32,28.87,7581,4939,17106,117809,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-15-september-2021.pdf
2021-09-14,ASGS_2016_SA4,NT,702,Northern Territory - Outback,15,999,43.23,27.4,13541,8581,31323,75289,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-15-september-2021.pdf
2021-09-14,ASGS_2016_SA4,OT,901,Other Territories,15,999,78.79,33.33,130,55,165,3866,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-15-september-2021.pdf
2021-09-14,ASGS_2016_SA4,QLD,301,Brisbane - East,15,999,47.92,33.49,1936,1353,4040,193941,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-15-september-2021.pdf
2021-09-14,ASGS_2016_SA4,QLD,302,Brisbane - North,15,999,46.07,31.94,1601,1110,3475,184504,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-15-september-2021.pdf
2021-09-14,ASGS_2016_SA4,QLD,303,Brisbane - South,15,999,41.55,27.04,1484,966,3572,307826,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-15-september-2021.pdf
2021-09-14,ASGS_2016_SA4,QLD,304,Brisbane - West,15,999,52.4,36.06,667,459,1273,156576,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-15-september-2021.pdf
2021-09-14,ASGS_2016_SA4,QLD,305,Brisbane Inner City,15,999,48.32,33.24,1221,840,2527,252067,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-15-september-2021.pdf
2021-09-14,ASGS_2016_SA4,QLD,306,Cairns,15,999,26.45,16.19,5612,3434,21217,203846,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-15-september-2021.pdf
2021-09-14,ASGS_2016_SA4,QLD,308,Central Queensland,15,999,25.62,15.89,2590,1607,10111,177341,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-15-september-2021.pdf
2021-09-14,ASGS_2016_SA4,QLD,307,Darling Downs - Maranoa,15,999,36.44,22.83,1986,1244,5450,101959,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-15-september-2021.pdf
2021-09-14,ASGS_2016_SA4,QLD,309,Gold Coast,15,999,40.54,25.34,2862,1789,7060,520405,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-15-september-2021.pdf
2021-09-14,ASGS_2016_SA4,QLD,310,Ipswich,15,999,35.6,22.1,3809,2365,10699,280273,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-15-september-2021.pdf
2021-09-14,ASGS_2016_SA4,QLD,311,Logan - Beaudesert,15,999,32.47,20.54,2795,1768,8608,269239,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-15-september-2021.pdf
2021-09-14,ASGS_2016_SA4,QLD,312,Mackay - Isaac - Whitsunday,15,999,25.07,14.69,1586,929,6326,136822,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-15-september-2021.pdf
2021-09-14,ASGS_2016_SA4,QLD,313,Moreton Bay - North,15,999,41.28,28.17,2936,2004,7113,207538,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-15-september-2021.pdf
2021-09-14,ASGS_2016_SA4,QLD,314,Moreton Bay - South,15,999,45.4,31.93,1520,1069,3348,169581,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-15-september-2021.pdf
2021-09-14,ASGS_2016_SA4,QLD,315,Queensland - Outback,15,999,40.12,25.74,7264,4660,18104,62754,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-15-september-2021.pdf
2021-09-14,ASGS_2016_SA4,QLD,316,Sunshine Coast,15,999,37.2,23.99,1788,1153,4806,315781,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-15-september-2021.pdf
2021-09-14,ASGS_2016_SA4,QLD,317,Toowoomba,15,999,32.39,20.67,1504,960,4644,126770,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-15-september-2021.pdf
2021-09-14,ASGS_2016_SA4,QLD,318,Townsville,15,999,26.98,17.63,4104,2682,15213,190494,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-15-september-2021.pdf
2021-09-14,ASGS_2016_SA4,QLD,319,Wide Bay,15,999,33.65,21.95,3435,2240,10207,246974,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-15-september-2021.pdf
2021-09-14,ASGS_2016_SA4,SA,401,Adelaide - Central and Hills,15,999,48.31,33.25,799,550,1654,256073,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-15-september-2021.pdf
2021-09-14,ASGS_2016_SA4,SA,402,Adelaide - North,15,999,30.57,20.18,1977,1305,6468,354823,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-15-september-2021.pdf
2021-09-14,ASGS_2016_SA4,SA,403,Adelaide - South,15,999,38.45,27.93,1184,860,3079,306352,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-15-september-2021.pdf
2021-09-14,ASGS_2016_SA4,SA,404,Adelaide - West,15,999,34.52,22.58,1162,760,3366,202688,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-15-september-2021.pdf
2021-09-14,ASGS_2016_SA4,SA,405,Barossa - Yorke - Mid North,15,999,35.73,22.77,620,395,1735,94756,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-15-september-2021.pdf
2021-09-14,ASGS_2016_SA4,SA,406,South Australia - Outback,15,999,34.71,21.11,2111,1284,6081,67834,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-15-september-2021.pdf
2021-09-14,ASGS_2016_SA4,SA,407,South Australia - South East,15,999,35.17,22.05,1118,701,3179,160478,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-15-september-2021.pdf
2021-09-14,ASGS_2016_SA4,TAS,601,Hobart,15,999,51.82,34.05,3425,2251,6610,193723,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-15-september-2021.pdf
2021-09-14,ASGS_2016_SA4,TAS,602,Launceston and North East,15,999,50.27,39.02,1699,1319,3380,120977,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-15-september-2021.pdf
2021-09-14,ASGS_2016_SA4,TAS,603,South East,15,999,50.47,33.74,914,611,1811,32801,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-15-september-2021.pdf
2021-09-14,ASGS_2016_SA4,TAS,604,West and North West,15,999,45.89,32.96,2392,1718,5212,92825,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-15-september-2021.pdf
2021-09-14,ASGS_2016_SA4,VIC,201,Ballarat,15,999,52.43,34.57,778,513,1484,136404,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-15-september-2021.pdf
2021-09-14,ASGS_2016_SA4,VIC,202,Bendigo,15,999,57.48,34.38,1003,600,1745,132413,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-15-september-2021.pdf
2021-09-14,ASGS_2016_SA4,VIC,203,Geelong,15,999,58.84,33.69,1275,730,2167,252370,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-15-september-2021.pdf
2021-09-14,ASGS_2016_SA4,VIC,204,Hume,15,999,52.39,28.94,1010,558,1928,146495,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-15-september-2021.pdf
2021-09-14,ASGS_2016_SA4,VIC,205,Latrobe - Gippsland,15,999,43.41,26.76,1627,1003,3748,235632,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-15-september-2021.pdf
2021-09-14,ASGS_2016_SA4,VIC,206,Melbourne - Inner,15,999,64.76,43.02,1773,1178,2738,626144,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-15-september-2021.pdf
2021-09-14,ASGS_2016_SA4,VIC,207,Melbourne - Inner East,15,999,73.29,47.48,568,368,775,333298,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-15-september-2021.pdf
2021-09-14,ASGS_2016_SA4,VIC,208,Melbourne - Inner South,15,999,67.11,41.71,753,468,1122,366697,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-15-september-2021.pdf
2021-09-14,ASGS_2016_SA4,VIC,209,Melbourne - North East,15,999,57.06,36.19,1960,1243,3435,448781,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-15-september-2021.pdf
2021-09-14,ASGS_2016_SA4,VIC,210,Melbourne - North West,15,999,52.22,30.47,1035,604,1982,331290,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-15-september-2021.pdf
2021-09-14,ASGS_2016_SA4,VIC,211,Melbourne - Outer East,15,999,57.66,32.91,1328,758,2303,436533,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-15-september-2021.pdf
2021-09-14,ASGS_2016_SA4,VIC,212,Melbourne - South East,15,999,50.68,26.79,1642,868,3240,693565,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-15-september-2021.pdf
2021-09-14,ASGS_2016_SA4,VIC,213,Melbourne - West,15,999,51.84,26.9,2143,1112,4134,663585,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-15-september-2021.pdf
2021-09-14,ASGS_2016_SA4,VIC,214,Mornington Peninsula,15,999,54.68,32.5,1028,611,1880,254563,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-15-september-2021.pdf
2021-09-14,ASGS_2016_SA4,VIC,215,North West,15,999,46.69,22.53,1538,742,3294,124460,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-15-september-2021.pdf
2021-09-14,ASGS_2016_SA4,VIC,216,Shepparton,15,999,45,21.04,1401,655,3113,108740,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-15-september-2021.pdf
2021-09-14,ASGS_2016_SA4,VIC,217,Warrnambool and South West,15,999,61.16,33.52,978,536,1599,102970,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-15-september-2021.pdf
2021-09-14,ASGS_2016_SA4,WA,501,Bunbury,15,999,29.24,18.05,949,586,3246,146810,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-15-september-2021.pdf
2021-09-14,ASGS_2016_SA4,WA,502,Mandurah,15,999,22.57,13.05,377,218,1670,84465,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-15-september-2021.pdf
2021-09-14,ASGS_2016_SA4,WA,503,Perth - Inner,15,999,42.3,29.11,645,444,1525,154842,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-15-september-2021.pdf
2021-09-14,ASGS_2016_SA4,WA,504,Perth - North East,15,999,24.47,13.35,1358,741,5550,216921,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-15-september-2021.pdf
2021-09-14,ASGS_2016_SA4,WA,505,Perth - North West,15,999,28.69,17.26,1459,878,5086,457992,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-15-september-2021.pdf
2021-09-14,ASGS_2016_SA4,WA,506,Perth - South East,15,999,24.98,14.55,2188,1274,8759,419799,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-15-september-2021.pdf
2021-09-14,ASGS_2016_SA4,WA,507,Perth - South West,15,999,28.26,16.41,1734,1007,6135,349701,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-15-september-2021.pdf
2021-09-14,ASGS_2016_SA4,WA,510,Western Australia - Outback (North),15,999,23.42,12.45,4369,2322,18658,75413,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-15-september-2021.pdf
2021-09-14,ASGS_2016_SA4,WA,511,Western Australia - Outback (South),15,999,21.1,10.5,1957,974,9274,92353,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-15-september-2021.pdf
2021-09-14,ASGS_2016_SA4,WA,509,Western Australia - Wheat Belt,15,999,26.18,14.88,1182,672,4515,111419,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-15-september-2021.pdf
2021-09-21,ASGS_2016_SA4,NSW,101,Capital Region,15,999,64.49,38.72,3776,2267,5855,188283,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-22-september-2021.pdf
2021-09-21,ASGS_2016_SA4,NSW,102,Central Coast,15,999,64.2,35.32,5486,3018,8545,279520,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-22-september-2021.pdf
2021-09-21,ASGS_2016_SA4,NSW,103,Central West,15,999,68.62,36.73,6735,3605,9815,170545,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-22-september-2021.pdf
2021-09-21,ASGS_2016_SA4,NSW,104,Coffs Harbour - Grafton,15,999,53.13,29.69,3080,1721,5797,116379,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-22-september-2021.pdf
2021-09-21,ASGS_2016_SA4,NSW,105,Far West and Orana,15,999,69.3,40.46,10227,5971,14757,92695,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-22-september-2021.pdf
2021-09-21,ASGS_2016_SA4,NSW,106,Hunter Valley exc Newcastle,15,999,59.68,28.35,6544,3109,10966,223616,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-22-september-2021.pdf
2021-09-21,ASGS_2016_SA4,NSW,107,Illawarra,15,999,65.16,36.45,3969,2220,6091,257183,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-22-september-2021.pdf
2021-09-21,ASGS_2016_SA4,NSW,108,Mid North Coast,15,999,52.23,25.53,5483,2680,10497,185401,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-22-september-2021.pdf
2021-09-21,ASGS_2016_SA4,NSW,109,Murray,15,999,54.37,29.72,1778,972,3270,97988,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-22-september-2021.pdf
2021-09-21,ASGS_2016_SA4,NSW,110,New England and North West,15,999,55.68,30.33,8033,4375,14427,149890,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-22-september-2021.pdf
2021-09-21,ASGS_2016_SA4,NSW,111,Newcastle and Lake Macquarie,15,999,64.4,33.04,6437,3302,9995,310484,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-22-september-2021.pdf
2021-09-21,ASGS_2016_SA4,NSW,112,Richmond - Tweed,15,999,47.96,24.42,3706,1887,7727,208471,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-22-september-2021.pdf
2021-09-21,ASGS_2016_SA4,NSW,113,Riverina,15,999,58.25,31.62,3590,1949,6163,128994,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-22-september-2021.pdf
2021-09-21,ASGS_2016_SA4,NSW,114,Southern Highlands and Shoalhaven,15,999,61.37,34.38,2888,1618,4706,129789,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-22-september-2021.pdf
2021-09-21,ASGS_2016_SA4,NSW,115,Sydney - Baulkham Hills and Hawkesbury,15,999,81.21,52.8,1089,708,1341,199726,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-22-september-2021.pdf
2021-09-21,ASGS_2016_SA4,NSW,116,Sydney - Blacktown,15,999,71.02,39.91,4997,2808,7036,291560,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-22-september-2021.pdf
2021-09-21,ASGS_2016_SA4,NSW,117,Sydney - City and Inner South,15,999,72.07,47.19,2941,1926,4081,333308,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-22-september-2021.pdf
2021-09-21,ASGS_2016_SA4,NSW,118,Sydney - Eastern Suburbs,15,999,74.79,52.09,1433,998,1916,251184,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-22-september-2021.pdf
2021-09-21,ASGS_2016_SA4,NSW,119,Sydney - Inner South West,15,999,77.31,49.11,2467,1567,3191,512553,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-22-september-2021.pdf
2021-09-21,ASGS_2016_SA4,NSW,120,Sydney - Inner West,15,999,76.83,49.4,1280,823,1666,274697,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-22-september-2021.pdf
2021-09-21,ASGS_2016_SA4,NSW,121,Sydney - North Sydney and Hornsby,15,999,80.08,58.09,812,589,1014,360504,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-22-september-2021.pdf
2021-09-21,ASGS_2016_SA4,NSW,122,Sydney - Northern Beaches,15,999,77.75,49.94,671,431,863,221234,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-22-september-2021.pdf
2021-09-21,ASGS_2016_SA4,NSW,123,Sydney - Outer South West,15,999,77.37,46.76,5043,3048,6518,224905,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-22-september-2021.pdf
2021-09-21,ASGS_2016_SA4,NSW,124,Sydney - Outer West and Blue Mountains,15,999,74.71,42.91,5362,3080,7177,260710,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-22-september-2021.pdf
2021-09-21,ASGS_2016_SA4,NSW,125,Sydney - Parramatta,15,999,71.2,42.41,1894,1128,2660,404153,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-22-september-2021.pdf
2021-09-21,ASGS_2016_SA4,NSW,126,Sydney - Ryde,15,999,79.07,51.59,423,276,535,170309,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-22-september-2021.pdf
