DATE_AS_AT,AGG_LEVEL,STATE,ABS_CODE,ABS_NAME,AGE_LOWER,AGE_UPPER,AIR_FIRST_DOSE_PCT,AIR_SECOND_DOSE_PCT,AIR_THIRD_DOSE_PCT,AIR_THIRD_DOSE_ELIGIBLE_PCT,AIR_FIRST_DOSE_APPROX_COUNT,AIR_SECOND_DOSE_APPROX_COUNT,AIR_THIRD_DOSE_APPROX_COUNT,ABS_ERP_2019_POPULATION,VALIDATED,URL
2021-11-07,ASGS_2016_SA3,QLD,30907,Ormeau - Oxenford,15,999,79.1,64.2,,,90076,73108,,113876,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,QLD,31502,Outback - North,15,999,66.4,53.2,,,14992,12011,,22578,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,QLD,31503,Outback - South,15,999,80.6,72.2,,,11159,9996,,13845,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,QLD,30604,Port Douglas - Daintree,15,999,78.6,66.7,,,8059,6839,,10253,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,QLD,31305,Redcliffe,15,999,88.1,75.7,,,46401,39870,,52668,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,QLD,30908,Robina,15,999,76.4,64.5,,,34307,28963,,44904,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,QLD,30803,Rockhampton,15,999,74.2,59.3,,,70793,56578,,95409,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,QLD,30305,Rocklea - Acacia Ridge,15,999,84.4,71.6,,,43488,36893,,51526,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,QLD,30204,Sandgate,15,999,85.1,74.7,,,42934,37687,,50451,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,QLD,30403,Sherwood - Indooroopilly,15,999,78.8,72.3,,,38077,34936,,48321,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,QLD,30909,Southport,15,999,78.8,66,,,42801,35849,,54316,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,QLD,31004,Springfield - Redbank,15,999,77,62.3,,,56825,45977,,73799,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,QLD,31106,Springwood - Kingston,15,999,77.4,61.9,,,48047,38425,,62076,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,QLD,31403,Strathpine,15,999,84.2,70.5,,,26270,21996,,31200,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,QLD,30306,Sunnybank,15,999,82.8,71.1,,,36386,31244,,43944,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,QLD,31606,Sunshine Coast Hinterland,15,999,81.4,67.2,,,36307,29973,,44603,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,QLD,30910,Surfers Paradise,15,999,78.4,67.2,,,31766,27228,,40518,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,QLD,30605,Tablelands (East) - Kuranda,15,999,77,64.7,,,26453,22227,,34354,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,QLD,30404,The Gap - Enoggera,15,999,87.6,78.4,,,37704,33744,,43041,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,QLD,31401,The Hills District,15,999,89.4,78.7,,,64539,56814,,72191,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,QLD,31701,Toowoomba,15,999,82.4,69.2,,,104435,87705,,126742,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,QLD,31802,Townsville,15,999,77.1,65.9,,,120395,102905,,156154,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,QLD,31203,Whitsunday,15,999,71.2,55.2,,,13312,10321,,18697,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,QLD,30103,Wynnum - Manly,15,999,86.7,74.6,,,50848,43751,,58648,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,SA,40101,Adelaide City,15,999,87.4,75,,,21068,18079,,24105,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,SA,40102,Adelaide Hills,15,999,91.1,78.8,,,55746,48219,,61192,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,SA,40501,Barossa,15,999,81.4,69.7,,,24773,21212,,30434,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,SA,40103,Burnside,15,999,94.7,86.2,,,35977,32748,,37991,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,SA,40104,Campbelltown (SA),15,999,87.6,74.1,,,38569,32625,,44028,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,SA,40401,Charles Sturt,15,999,82.1,67.8,,,80128,66171,,97598,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,SA,40601,Eyre Peninsula and South West,15,999,78.9,66.6,,,36680,30962,,46489,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,SA,40701,Fleurieu - Kangaroo Island,15,999,86.6,75.2,,,39493,34294,,45604,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,SA,40201,Gawler - Two Wells,15,999,84,68.4,,,24876,20256,,29614,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,SA,40301,Holdfast Bay,15,999,91.9,82.4,,,28292,25368,,30786,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,SA,40702,Limestone Coast,15,999,86.8,68.1,,,47281,37095,,54471,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,SA,40502,Lower North,15,999,81.4,69.3,,,15539,13229,,19090,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,SA,40302,Marion,15,999,87.6,75.2,,,69402,59578,,79226,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,SA,40503,Mid North,15,999,82.1,68.1,,,18776,15574,,22870,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,SA,40303,Mitcham,15,999,92.3,82.8,,,50330,45150,,54529,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,SA,40703,Murray and Mallee,15,999,79.8,63.1,,,48241,38145,,60452,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,SA,40105,Norwood - Payneham - St Peters,15,999,87.8,77.3,,,27768,24447,,31626,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,SA,40304,Onkaparinga,15,999,84.2,72.1,,,119552,102372,,141986,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,SA,40602,Outback - North and East,15,999,66.9,55.1,,,14284,11765,,21352,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,SA,40202,Playford,15,999,74.2,56,,,54288,40972,,73165,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,SA,40203,Port Adelaide - East,15,999,84.9,70.2,,,50707,41928,,59726,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,SA,40402,Port Adelaide - West,15,999,82.5,67.3,,,41653,33978,,50488,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,SA,40106,Prospect - Walkerville,15,999,89.5,77.8,,,21902,19039,,24472,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,SA,40204,Salisbury,15,999,79.8,63.8,,,90555,72399,,113478,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,SA,40205,Tea Tree Gully,15,999,86.5,72.6,,,68389,57399,,79062,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,SA,40107,Unley,15,999,89.2,80.5,,,29407,26538,,32967,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,SA,40403,West Torrens,15,999,83.9,70.6,,,45962,38676,,54782,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,SA,40504,Yorke Peninsula,15,999,85.4,70.8,,,19105,15839,,22371,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,TAS,60101,Brighton,15,999,91.5,75,,,12898,10572,,14096,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,TAS,60401,Burnie - Ulverstone,15,999,87.1,73.8,,,35111,29750,,40311,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,TAS,60301,Central Highlands (Tas.),15,999,80,63.4,,,7622,6041,,9528,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,TAS,60402,Devonport,15,999,86,70.4,,,33035,27043,,38413,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,TAS,60102,Hobart - North East,15,999,95,87.1,,,43255,39658,,45532,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,TAS,60103,Hobart - North West,15,999,95,81,,,42840,36527,,45095,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,TAS,60104,Hobart - South and West,15,999,95,88.7,,,26748,24974,,28156,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,TAS,60105,Hobart Inner,15,999,95,89.6,,,44464,41936,,46804,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,TAS,60302,Huon - Bruny Island,15,999,87.7,76.6,,,15006,13107,,17111,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,TAS,60201,Launceston,15,999,90.8,80.3,,,63265,55949,,69675,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,TAS,60202,Meander Valley - West Tamar,15,999,85.8,74,,,16603,14320,,19351,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,TAS,60203,North East,15,999,86.8,73.6,,,27774,23551,,31998,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,TAS,60106,Sorell - Dodges Ferry,15,999,92.2,76.9,,,13046,10881,,14150,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,TAS,60303,South East Coast,15,999,95,87.6,,,5862,5405,,6170,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,TAS,60403,West Coast,15,999,79.3,65.4,,,11192,9230,,14113,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,VIC,20101,Ballarat,15,999,95,91.7,,,85481,82512,,89980,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,VIC,20901,Banyule,15,999,93.5,87.9,,,100571,94548,,107563,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,VIC,20301,Barwon - West,15,999,95,95,,,15387,15387,,16197,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,VIC,20501,Baw Baw,15,999,95,90.5,,,40813,38880,,42961,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,VIC,20801,Bayside,15,999,95,92.1,,,82837,80308,,87197,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,VIC,20201,Bendigo,15,999,95,92.3,,,77184,74990,,81246,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,VIC,20701,Boroondara,15,999,90.2,86.4,,,137887,132078,,152868,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,VIC,21301,Brimbank,15,999,91.1,80.6,,,149151,131960,,163722,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,VIC,20601,Brunswick - Coburg,15,999,80,74.8,,,69158,64663,,86448,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,VIC,21601,Campaspe,15,999,95,94.8,,,29538,29476,,31093,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,VIC,21201,Cardinia,15,999,95,88.7,,,82099,76655,,86420,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,VIC,21202,Casey - North,15,999,93.1,83.6,,,105314,94567,,113119,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,VIC,21203,Casey - South,15,999,95,91.5,,,152122,146517,,160128,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,VIC,21703,Colac - Corangamite,15,999,95,92.4,,,29250,28449,,30789,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,VIC,20102,Creswick - Daylesford - Ballan,15,999,95,88.6,,,23273,21705,,24498,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,VIC,21204,Dandenong,15,999,92.1,81.8,,,156051,138599,,169436,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,VIC,20902,Darebin - North,15,999,81.9,74,,,73379,66301,,89596,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,VIC,20602,Darebin - South,15,999,82,77.1,,,40529,38107,,49425,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,VIC,20603,Essendon,15,999,86.6,81.6,,,54669,51512,,63128,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,VIC,21401,Frankston,15,999,92.3,84,,,106896,97284,,115814,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,VIC,20302,Geelong,15,999,95,89.8,,,160770,151970,,169232,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,VIC,20502,Gippsland - East,15,999,95,91.6,,,37695,36346,,39679,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,VIC,20503,Gippsland - South West,15,999,95,93.6,,,52106,51338,,54848,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,VIC,20802,Glen Eira,15,999,89.7,84.4,,,121803,114606,,135789,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,VIC,21701,Glenelg - Southern Grampians,15,999,95,92.1,,,28377,27510,,29870,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,VIC,21501,Grampians,15,999,95,90.6,,,46436,44285,,48880,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,VIC,20202,Heathcote - Castlemaine - Kyneton,15,999,95,91.4,,,39416,37922,,41490,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,VIC,21302,Hobsons Bay,15,999,90,83.4,,,67490,62541,,74989,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,VIC,21001,Keilor,15,999,92,84.9,,,49020,45237,,53283,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,VIC,20803,Kingston,15,999,92.3,86.7,,,97165,91270,,105271,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,VIC,21101,Knox,15,999,94.6,87.5,,,128295,118666,,135618,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,VIC,20504,Latrobe Valley,15,999,95,83.1,,,58580,51242,,61663,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,VIC,20203,Loddon - Elmore,15,999,92.4,83.4,,,8907,8040,,9640,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,VIC,21002,Macedon Ranges,15,999,95,95,,,24054,24054,,25320,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,VIC,21102,Manningham - East,15,999,94.7,89.2,,,21569,20316,,22776,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,VIC,20702,Manningham - West,15,999,95,88.2,,,79659,73957,,83852,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,VIC,21303,Maribyrnong,15,999,84,77.8,,,66373,61474,,79015,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,VIC,21103,Maroondah,15,999,93.4,86.9,,,89707,83464,,96046,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,VIC,20103,Maryborough - Pyrenees,15,999,95,87.8,,,20791,19215,,21885,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,VIC,20604,Melbourne City,15,999,75.3,69.5,,,126691,116932,,168248,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,VIC,21304,Melton - Bacchus Marsh,15,999,95,87.1,,,133069,122004,,140073,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,VIC,21502,Mildura,15,999,95,88.3,,,42780,39763,,45032,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,VIC,21602,Moira,15,999,95,94.4,,,23514,23366,,24752,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
2021-11-07,ASGS_2016_SA3,VIC,21205,Monash,15,999,89.4,82.8,,,147033,136178,,164466,Y,https://www.health.gov.au/sites/default/files/documents/2021/11/covid-19-vaccination-geographic-vaccination-rates-sa3-8-november-2021.pdf
