DATE_AS_AT,AGG_LEVEL,STATE,ABS_CODE,ABS_NAME,AGE_LOWER,AGE_UPPER,AIR_FIRST_DOSE_PCT,AIR_SECOND_DOSE_PCT,AIR_FIRST_DOSE_APPROX_COUNT,AIR_SECOND_DOSE_APPROX_COUNT,ABS_ERP_2019_POPULATION,MASKED,SA4_CODE_2016,SA3_CODE_2016,VALIDATED,URL
2021-09-05,ASGS_2020_LGA,NSW,19399,Unincorporated NSW,15,999,,,,,801,Y,105;108,10502;10803,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,NT,70200,Alice Springs (T),15,999,,,,,20685,Y,702,70201,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,NT,70420,Barkly (R),15,999,,,,,5408,Y,702,70202;70201,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,NT,70540,Belyuen (S),15,999,,,,,143,Y,702,70203,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,NT,70620,Central Desert (R),15,999,,,,,3023,Y,702,70201;70205,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,NT,70700,Coomalie (S),15,999,,,,,1112,Y,702,70203,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,NT,71000,Darwin (C),15,999,74.2,53.1,50045,35814,67446,N,701,70102;70101,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,NT,71300,East Arnhem (R),15,999,,,,,7609,Y,702,70204;70203,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,NT,72200,Katherine (T),15,999,,,,,8331,Y,702,70205,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,NT,72300,Litchfield (M),15,999,36.4,23.4,7770,4995,21345,N,701,70103;70102,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,NT,72330,MacDonnell (R),15,999,,,,,5461,Y,702,70201,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,NT,72800,Palmerston (C),15,999,57.1,37.9,16321,10833,28583,N,701,70104;70103,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,NT,73600,Roper Gulf (R),15,999,,,,,5415,Y,702,70205,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,NT,74050,Tiwi Islands (R),15,999,,,,,2094,Y,702,70203,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,NT,74550,Victoria Daly (R),15,999,,,,,2331,Y,702,70205;70203,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,NT,74560,Wagait (S),15,999,,,,,440,Y,702,70203,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,NT,74660,West Arnhem (R),15,999,,,,,5212,Y,702,70204;70205;70203,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,NT,74680,West Daly (R),15,999,,,,,2578,Y,702,70203,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,NT,79399,Unincorporated NT,15,999,,,,,5882,Y,702;701,70203;70102;70204;70201;70101;70103,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,QLD,30250,Aurukun (S),15,999,,,,,1015,Y,315,31501,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,QLD,30300,Balonne (S),15,999,,,,,3368,Y,307,30701,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,QLD,30370,Banana (S),15,999,44,25,4841,2751,11003,N,308,30804,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,QLD,30410,Barcaldine (R),15,999,,,,,2254,Y,315,31503,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,QLD,30450,Barcoo (S),15,999,,,,,230,Y,315,31503,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,QLD,30760,Blackall-Tambo (R),15,999,,,,,1476,Y,315,31503,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,QLD,30900,Boulia (S),15,999,,,,,336,Y,315,31503,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,QLD,31000,Brisbane (C),15,999,59.2,39.4,611886,407235,1033592,N,303;305;304;302;301;310;313,30305;30503;30302;30402;30504;30202;30201;30204;30502;30203;30101;30303;30404;30301;30103;30403;30501;30304;31001;30401;31002;31003;30306;31305,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,QLD,31750,Bulloo (S),15,999,,,,,272,Y,315,31503,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,QLD,31820,Bundaberg (R),15,999,55.1,36.4,43563,28778,79061,N,319,31901;31902,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,QLD,31900,Burdekin (S),15,999,49.9,29.4,7012,4132,14053,N,318,31801;31802,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,QLD,31950,Burke (S),15,999,,,,,289,Y,315,31502,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,QLD,32080,Cairns (R),15,999,56,38.8,74501,51619,133038,N,306,30601;30602;30603,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,QLD,32250,Carpentaria (S),15,999,,,,,1547,Y,315,31502,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,QLD,32260,Cassowary Coast (R),15,999,50.1,30.5,12196,7425,24343,N,306,30603,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,QLD,32270,Central Highlands (R) (Qld),15,999,37.5,21.6,8036,4629,21430,N,308,30801,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,QLD,32310,Charters Towers (R),15,999,38.6,25.1,3622,2355,9384,N,318,31801,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,QLD,32330,Cherbourg (S),15,999,19.7,4.8,166,40,841,N,319,31902,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,QLD,32450,Cloncurry (S),15,999,,,,,2437,Y,315,31502,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,QLD,32500,Cook (S),15,999,,,,,3640,Y,315,31501,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,QLD,32600,Croydon (S),15,999,,,,,216,Y,315,31501,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,QLD,32750,Diamantina (S),15,999,,,,,252,Y,315,31503,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,QLD,32770,Doomadgee (S),15,999,,,,,922,Y,315,31502,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,QLD,32810,Douglas (S),15,999,54,34,5591,3520,10354,N,306;315,30604;31501,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,QLD,33100,Etheridge (S),15,999,,,,,616,Y,315,31501,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,QLD,33200,Flinders (S) (Qld),15,999,,,,,1209,Y,315,31502,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,QLD,33220,Fraser Coast (R),15,999,59.2,39.7,52652,35309,88940,N,319,31904;31905;31903,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,QLD,33360,Gladstone (R),15,999,43.7,27.5,21345,13432,48845,N,308,30805,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,QLD,33430,Gold Coast (C),15,999,50.1,33.1,254324,168026,507632,N,309,30907;30909;30910;30903;30902;30901;30908;30906;30905;30904,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,QLD,33610,Goondiwindi (R),15,999,76.7,55.7,6431,4670,8385,N,307,30701,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,QLD,33620,Gympie (R),15,999,52.2,29.1,22412,12494,42934,N,319,31903;31902;31905,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,QLD,33800,Hinchinbrook (S),15,999,63.2,44.1,5746,4010,9092,N,318,31801,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,QLD,33830,Hope Vale (S),15,999,,,,,783,Y,315,31501,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,QLD,33960,Ipswich (C),15,999,47,30.1,79526,50931,169205,N,310,31003;31002;31004,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,QLD,33980,Isaac (R),15,999,26,13,4049,2024,15572,N,312,31201,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,QLD,34420,Kowanyama (S),15,999,,,,,710,Y,315,31501,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,QLD,34530,Livingstone (S),15,999,49.4,30.6,15290,9471,30952,N,308,30803,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,QLD,34570,Lockhart River (S),15,999,,,,,560,Y,315,31501,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,QLD,34580,Lockyer Valley (R),15,999,43.1,24.6,14534,8295,33721,N,317;310,31701;31002,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,QLD,34590,Logan (C),15,999,42.9,26.5,110405,68199,257354,N,311,31104;31103;31102;31105;31106,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,QLD,34710,Longreach (R),15,999,,,,,2855,Y,315,31503,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,QLD,34770,Mackay (R),15,999,45.9,27.3,42337,25181,92238,N,312,31202,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,QLD,34830,Mapoon (S),15,999,,,,,252,Y,315,31501,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,QLD,34860,Maranoa (R),15,999,60.2,47.2,5930,4650,9851,N,307,30701,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,QLD,34880,Mareeba (S),15,999,46.1,30.4,8623,5686,18704,N,315;306,31501;30605,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,QLD,34800,McKinlay (S),15,999,,,,,646,Y,315,31502,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,QLD,35010,Moreton Bay (R),15,999,54.9,35.7,204235,132808,372012,N,313;314;304,31301;31304;31302;31303;31401;31403;31402;30404;31305,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,QLD,35250,Mornington (S),15,999,,,,,875,Y,315,31502,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,QLD,35300,Mount Isa (C),15,999,,,,,14035,Y,315,31502,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,QLD,35600,Murweh (S),15,999,,,,,3371,Y,315,31503,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,QLD,35670,Napranum (S),15,999,,,,,728,Y,315,31501,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,QLD,35740,Noosa (S),15,999,60.8,38.5,28612,18118,47060,N,316,31605;31608,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,QLD,35760,North Burnett (R),15,999,50.9,34.7,4470,3047,8782,N,319,31902,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,QLD,35780,Northern Peninsula Area (R),15,999,,,,,2018,Y,315,31501,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,QLD,35790,Palm Island (S),15,999,,,,,1828,Y,318,31801,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,QLD,35800,Paroo (S),15,999,,,,,1254,Y,315,31503,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,QLD,36070,Pormpuraaw (S),15,999,,,,,581,Y,315,31501,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,QLD,36150,Quilpie (S),15,999,,,,,582,Y,315,31503,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,QLD,36250,Redland (C),15,999,57.7,36.6,74382,47182,128912,N,301,30101;30102,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,QLD,36300,Richmond (S),15,999,,,,,627,Y,315,31502,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,QLD,36370,Rockhampton (R),15,999,47,31.1,30307,20054,64482,N,308,30803,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,QLD,36510,Scenic Rim (R),15,999,48.7,30.9,17058,10823,35027,N,309;311;310,30904;31101;31002,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,QLD,36580,Somerset (R),15,999,51.1,27.8,10712,5828,20963,N,310;313,31002;31303,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,QLD,36630,South Burnett (R),15,999,49.1,24,12971,6340,26417,N,319,31902,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,QLD,36660,Southern Downs (R),15,999,60,26.4,17376,7645,28960,N,307,30703,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,QLD,36720,Sunshine Coast (R),15,999,57.4,39.2,154257,105346,268741,N,316;313,31606;31602;31301;31601;31603;31605;31607;31608,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,QLD,36820,Tablelands (R),15,999,58,40.4,12156,8467,20959,N,306,30605;30603,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,QLD,36910,Toowoomba (R),15,999,54.8,35.8,73870,48258,134800,N,317;307,31701;30703;30702,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,QLD,36950,Torres (S),15,999,,,,,2882,Y,315,31501,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,QLD,36960,Torres Strait Island (R),15,999,,,,,3436,Y,315,31501,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,QLD,37010,Townsville (C),15,999,53.2,36.5,83065,56990,156137,N,318,31802,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,QLD,37300,Weipa (T),15,999,,,,,3180,Y,315,31501,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,QLD,37310,Western Downs (R),15,999,45.9,23.7,12314,6358,26827,N,307;308,30701;30702;30804,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,QLD,37340,Whitsunday (R),15,999,41.1,21.8,11924,6325,29012,N,312,31201;31203,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,QLD,37400,Winton (S),15,999,,,,,967,Y,315,31503,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,QLD,37550,Woorabinda (S),15,999,,,,,679,Y,308,30801,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,QLD,37570,Wujal Wujal (S),15,999,,,,,229,Y,315,31501,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,QLD,37600,Yarrabah (S),15,999,26.1,11,501,211,1919,N,306,30603,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,SA,40070,Adelaide (C),15,999,57.9,39.4,13905,9462,24015,N,401,40101,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
2021-09-05,ASGS_2020_LGA,SA,40120,Adelaide Hills (DC),15,999,68.2,46.8,22131,15187,32450,N,401,40102;40104,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-6-september-2021-covid-19-vaccination-local-government-area-lga.pdf
