id,orgId,orgName,contactPhone,contactWebsite,characteristic,appointments,offerings,billingOptions,booking,addressLine1,addressLine2,addressLine3,postcode,suburb,state,lat,lon,updatedTime,dateAsAt
31b71a84-3e15-47d0-34e7-61ae49de1ae7,e3a357d0-55e4-4d84-f50c-b94f6685327c,Dandenong Superclinic,0397915344,,General Practice,Yes,COVID-19 Vaccine - Pfizer,Bulk Billing Only,Healthsite,,,56 - 58 Stud Rd,3175,DANDENONG,VIC,-37.979767,145.222076,2021-07-15T06:48:19Z,2021-07-27
31b911a8-b8f9-468b-7ab7-0d5261884bcd,8ce8c4d1-7514-476d-ee02-35c44efc3822,HealthSense Medical Centre Golden Grove,0882513885,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,HotDoc,,,1495 - 1497 Golden Grove Rd,5125,GOLDEN GROVE,SA,-34.773383,138.72886,2021-06-28T23:15:32Z,2021-07-27
31c8ba2b-b56f-4a6e-3456-c6657089bd13,62f5f246-1e07-46b1-0bfb-5f03559662c4,Anderson Road Medical Centre,0393593288,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,Unknown,,,162 Anderson Rd,3060,FAWKNER,VIC,-37.694787,144.961899,2021-06-28T23:15:32Z,2021-07-27
31d37566-bf1c-4edd-6355-272e4f37ce8e,e57845b7-8798-4f21-3509-915b8b407f19,Liverpool Medical Centre,0296028555,,General Practice,Yes,COVID-19 Vaccine - Pfizer,Bulk Billing Only,Unknown,,,94 Moore St,2170,LIVERPOOL,NSW,-33.92266,150.923006,2021-07-09T08:20:54Z,2021-07-27
31d37950-1db1-4268-4df6-26873f78e0de,1b94b423-1f41-48de-4be5-a0448a129c08,Middle Island Medical Clinic,0345044800,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,HotDoc,,,43 Fairy St,3280,WARRNAMBOOL,VIC,-38.383561,142.477193,2021-06-28T23:15:32Z,2021-07-27
31e21908-29ef-4666-1a40-369177ced8ff,6eecbbe6-4a60-4847-1579-116aacec4a47,Forest Hill Medical Centre,0269228888,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,Unknown,,Unit 7,34 Allonby Ave,2651,FOREST HILL,NSW,-35.148835,147.465949,2021-06-28T23:15:32Z,2021-07-27
31ebe8db-f5c2-48af-739d-e91708b366a5,70ac24a9-0429-47b7-b6bc-d47f51550b12,Junction Street Family Practice,0244235644,,General Practice,Yes,COVID-19 Vaccine - Pfizer,Bulk Billing Only,HotDoc,,,45 Junction St,2541,NOWRA,NSW,-34.873762,150.598587,2021-07-19T00:15:50Z,2021-07-27
32005c6a-8a3c-4b0e-36ad-abfbdcb1fc2b,bb67260f-9433-4a28-c666-48cf6317d57e,Renmark Medical Clinic,08 8586 4111,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,Unknown,,,65 Thurk St,5341,RENMARK,SA,-34.169285,140.747116,2021-06-28T23:15:32Z,2021-07-27
32035194-ef5e-45eb-14b6-ad9ff84f4fac,d45d8147-1051-4f64-c744-0a72c034edef,Kingsdene Medical Centre Pty Ltd,0296833144,,General Practice,Yes,COVID-19 Vaccine - Pfizer,Bulk Billing Only,Unknown,,,134 Felton Rd,2118,CARLINGFORD,NSW,-33.784298,151.02862,2021-07-19T05:40:17Z,2021-07-27
320b2459-e4b7-43ef-3da2-b427814a991c,f6bc0e9d-1240-4b2f-59b5-42297d538b25,Annadale Family Medical center,0390388342,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,HotDoc,,,3 Enderby Dr,3064,MICKLEHAM,VIC,-37.53611,144.898917,2021-06-28T23:15:32Z,2021-07-27
320e0ec0-43dd-4708-c48e-62c0ca339312,fdad305b-6c77-4ae4-0f17-90e1685539fe,Bidwill Family Practice,0296284776,,General Practice,Yes,COVID-19 Vaccine - Pfizer,Bulk Billing Only,Unknown,,,300 Popondetta Rd,2770,BIDWILL,NSW,-33.7321,150.818397,2021-07-01T23:38:58Z,2021-07-27
320f07dd-d184-4da0-7226-b966dee8a35c,3641b026-30bb-4b7a-0024-c727dd282eda,Homeworld Helensvale Medical Centre,0755806677,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,HotDoc,Homeworld Medical & Professional Centre,,502 Hope Island Rd,4212,HELENSVALE,QLD,-27.887707,153.319179,2021-06-28T23:15:32Z,2021-07-27
3214ea61-be52-4651-a8aa-bea43c85ac9d,76c751af-4e36-4cc5-a892-4c243dfcd18e,Dr Doong's Surgery,0297455800,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,Unknown,,,26 King St,2136,ENFIELD,NSW,-33.891288,151.092674,2021-06-28T23:15:32Z,2021-07-27
3218cde5-ac1f-4f02-de2e-c3e39922b6dd,b64cf238-6cb1-4c10-4f01-d1229dd17442,Bisaros Pharmacy,0297737880,,Pharmacy,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",No Fee,Unknown,,,56 Anderson Ave,2213,PANANIA,NSW,-33.954716,150.998062,2021-07-21T01:01:41Z,2021-07-27
3218d0de-c0e2-45df-46f5-6de4952d9442,469b0501-11c4-43be-4818-8bf32a2c6277,WA Country Health Service - Bruce Rock,132684,https://rollup.wa.gov.au/,State-based Regional/Community Clinic,Yes,COVID-19 Vaccine - AstraZeneca,No Fee,Western Australia Department of Health,,,Mobile Clinic,6418,BRUCE ROCK,WA,-31.86,118.1423,2021-06-15T06:03:35Z,2021-07-27
32209cc9-0dd5-42aa-0366-20bc3cb39878,8d11c848-8976-43be-a5e9-5fa97503b305,South Valley Road Medical Centre,0352412571,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,Healthsite,,,198 South Valley Rd,3216,HIGHTON,VIC,-38.190703,144.314824,2021-06-28T23:15:32Z,2021-07-27
3225823d-4474-4909-bbc4-7a528c85d6a3,7363c674-9a86-4618-6b1c-39bf484e8573,Windsor Family Medical Centre,0733576888,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,Unknown,,,222 Lutwyche Rd,4030,WINDSOR,QLD,-27.435396,153.031138,2021-06-28T23:15:32Z,2021-07-27
32303d75-60d5-4d63-4a39-b0f2e8c13359,df99b00d-c03c-4c4c-9c1b-801c9a16eef6,Wodonga Respiratory Clinic,02 6024 3233,,GP Respiratory Clinic,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",No Fee,HotDoc,,,224 - 226 Beechworth Rd,3690,WODONGA,VIC,-36.128235,146.888214,2021-07-07T23:45:38Z,2021-07-27
323a0087-14f8-4afd-ed03-3a982a631b3a,e5a14a2d-9bf9-4a71-ebf0-bb40b247fafb,Morayfield Road Medical and Dental Centre,07 5316 7777,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,HotDoc,,,52 - 58 Morayfield Rd,4506,MORAYFIELD,QLD,-27.09431197,152.94918694,2021-06-28T23:15:32Z,2021-07-27
323cfa9b-d8ae-4765-b4ae-3b943541800a,35b313d2-aebf-486a-03aa-8ccc0d352f5c,Bluff Road Medical Centre,03 9598 6244,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,HotDoc,,,328 Bluff Rd,3191,SANDRINGHAM,VIC,-37.95234493,145.02135287,2021-06-28T23:15:32Z,2021-07-27
3240da2f-7baa-4368-6858-eb7b9fa9555f,cf6c58b8-d9a5-46a6-8c54-bcb2fa93a356,Narrabri Medical Centre,0267922949,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,Unknown,,,110 Tibbereena St,2390,NARRABRI,NSW,-30.325636,149.780446,2021-06-28T23:15:32Z,2021-07-27
3246b7d0-f61f-42b1-4c73-465f10fb6eea,4885790c-bb64-4788-25d0-78f5cf3b3ae6,SUPERNOVA MEDICAL CENTRE,0388665544,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,Unknown,,,14 Lavinia Dr,3029,TARNEIT,VIC,-37.849438,144.702803,2021-06-28T23:15:32Z,2021-07-27
3249b0e4-b9d5-4f19-131d-485b1cd9d4bb,979842b0-ce2a-4480-3c8a-49812a296f46,Tweed Heads COVID-19 Vaccination Clinic,1800438829,https://www.health.nsw.gov.au/Infectious/covid-19/vaccine,State-based Regional/Community Clinic,Yes,COVID-19 Vaccine - Pfizer,No Fee,Unknown,"(Next to Aldi), Tweed Mall Shopping Centre",Shop 23,Wharf Street,2485,TWEED HEADS,NSW,-28.1719945,153.5421622,2021-07-07T05:16:35Z,2021-07-27
32546926-afbf-4dab-da55-fe23fe7c06d1,8acb8358-93a8-4743-6e81-c007d4789e66,Holdfast Medical Centre,0882953511,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,HotDoc,,,4 Gordon St,5045,GLENELG,SA,-34.979665,138.518074,2021-06-28T23:15:32Z,2021-07-27
3265fe12-eb10-43b5-6b95-65795c48fbec,e19b9c7a-eb62-4f87-1246-588a6c532391,Dr Tin's Surgery,0287308484,,General Practice,Yes,COVID-19 Vaccine - Pfizer,Bulk Billing Only,Unknown,,,1 Haig Ave,2198,GEORGES HALL,NSW,-33.913385,150.982203,2021-07-06T09:28:42Z,2021-07-27
326ae577-6c80-48c2-a4cd-1468a04f6d02,6dbaf548-f008-45f0-f63e-87b7b21524b9,Snowy Mountains Medical Centre,0264562545,,General Practice,Yes,COVID-19 Vaccine - Pfizer,Bulk Billing Only,Unknown,Nuggets Crossing,Shop 22,5 Snowy River Ave,2627,JINDABYNE,NSW,-36.415097,148.620415,2021-07-06T09:29:41Z,2021-07-27
326dd3c7-293b-4f66-155a-c25ad8777948,a9c78672-e1e7-4e61-c27c-e5599ce9f081,Narellan Town Medical Centre,0246230775,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,Unknown,,Shop 410,326 Camden Valley Way,2567,NARELLAN,NSW,-34.041772,150.737267,2021-06-28T23:15:32Z,2021-07-27
3273b452-0245-423a-e317-1c973909a423,59fd1532-5b4f-48ff-72d3-b0857062a500,Kilmore Medical Centre,03 5783 0555,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,Unknown,,,36 - 38 Melbourne St,3764,KILMORE,VIC,-37.29236166,144.95003037,2021-06-28T23:15:32Z,2021-07-27
3279881f-c190-496d-f2f0-79c9ccdb990e,66de59ae-0ebc-4868-de97-4df6476601b2,Myhealth Southland Medical Centre,0380801380,,General Practice,Yes,COVID-19 Vaccine - Pfizer,Bulk Billing Only,Unknown,Westfield Southland,Shop 2051/2,1239 Nepean Hwy,3192,CHELTENHAM,VIC,-37.958293,145.050509,2021-07-09T08:21:25Z,2021-07-27
32825211-fabf-405a-489a-829f7655bede,1c050a2c-e25a-42bb-4350-67da06e1650a,Gavin Wong,02 9774 4366,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,Unknown,,,19 Howard Rd,2211,PADSTOW,NSW,-33.95324717,151.03368013,2021-07-15T06:55:13Z,2021-07-27
32892ac8-179f-4b18-4114-de2af867c519,5f02bc14-2d70-4ae0-c6ef-1334dcb7dfaa,SIA Essendon,03 9374 1322,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,Unknown,,Ground Floor,1138 Mt Alexander Rd,3040,ESSENDON,VIC,-37.7447013,144.91109183,2021-06-28T23:15:32Z,2021-07-27
329eafec-8f8a-4d44-dfcf-f22178b950eb,ae290bdc-b822-4a05-7b64-f9b7b7f89fdc,Northside Clinic,0394857700,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,Unknown,,,370 St Georges Rd,3068,FITZROY NORTH,VIC,-37.778768,144.988087,2021-06-28T23:15:32Z,2021-07-27
32a7710a-0b90-4c1c-6035-fd4543b3511b,f818df82-5d6f-42df-b365-f4c978d0c855,Sia Footscray,0385388111,,General Practice,Yes,COVID-19 Vaccine - Pfizer,Bulk Billing Only,HotDoc,,Unit 1,190 Barkly St,3011,FOOTSCRAY,VIC,-37.799248,144.89792,2021-07-19T00:15:50Z,2021-07-27
32af49b9-5e7e-4eaa-73c3-0327bcefaedc,5093db44-f707-4766-5cb2-3b6935c1837b,Myhealth Wellington Point Family Practice,0738224166,,General Practice,Yes,COVID-19 Vaccine - Pfizer,Bulk Billing Only,Unknown,Peterson Place,Shop 1,1 Peterson St,4160,WELLINGTON POINT,QLD,-27.487311,153.23828,2021-07-09T08:21:26Z,2021-07-27
32b6189d-bf34-4152-99fa-61ff5f809077,2758b154-13cc-4e13-b19a-c9f00cf2c23d,Padstow Medical Centre,0297722882,,General Practice,Yes,COVID-19 Vaccine - Pfizer,Bulk Billing Only,Unknown,,Shop 2,11 Cahors Rd,2211,PADSTOW,NSW,-33.948972,151.029774,2021-07-19T05:38:04Z,2021-07-27
32bdf04b-1123-44e0-ac87-68e1d8bbec37,80d3ad15-ad64-439b-5ae7-1091c9e47d63,Don Medical Clinic,0364415299,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,HotDoc,,Shop 7,48 - 54 Oldaker St,7310,DEVONPORT,TAS,-41.175577,146.356224,2021-06-28T23:15:32Z,2021-07-27
32c9a69d-be3b-44c4-f1e5-c951c729ea63,cd3a921a-7f4d-434f-6d19-33ff00bc7dc8,Pennant Hills Medical Centre,0294841359,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,HotDoc,,Unit 8,2 Hillcrest Rd,2120,PENNANT HILLS,NSW,-33.738074,151.071122,2021-06-28T23:15:32Z,2021-07-27
32d08141-37a1-4d1b-cdaf-4f0ab9fd72c3,9fb838ce-791e-4b47-156f-497765267252,Bundaberg Respiratory Clinic,07 4100 9026,,GP Respiratory Clinic,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - Pfizer, COVID-19 Vaccine - AstraZeneca",No Fee,HotDoc,,,16 Princess St,4670,BUNDABERG EAST,QLD,-24.862262,152.366806,2021-03-24T03:57:26Z,2021-07-27
32d94b2d-922b-4bed-dbf5-2e61de14a0de,82a99cfc-df19-4538-99e4-e89cee9fca00,Forrestfield Medical Centre,0893591822,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,Unknown,,Unit 1,76 Hale Rd,6058,FORRESTFIELD,WA,-31.98903,116.00864,2021-06-28T23:15:32Z,2021-07-27
32d94d27-a7ee-42cb-43bc-d863da1f7e44,12f8aec5-832c-4be5-91fb-a26e7afab835,Collins Street Medical Centre,0385756900,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,HotDoc,,Level 7,267 Collins St,3000,MELBOURNE,VIC,-37.816252,144.965156,2021-06-28T23:15:32Z,2021-07-27
32f1bcb1-7eff-4711-6963-9bf2a35a040b,68101f4c-6914-4abf-fcd2-d7a9413d273f,Gidgegannup Medical Centre,0861476030,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,Unknown,,,2071 Toodyay Rd,6083,GIDGEGANNUP,WA,-31.793943,116.192017,2021-06-28T23:15:32Z,2021-07-27
32fd75f3-74e9-46a2-309b-51ba86fe3621,5a4360f3-2d92-4d82-2ec9-4e2feb8c565f,Dallas Clinic,0393096266,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,Unknown,,,12 Blair St,3047,BROADMEADOWS,VIC,-37.684826,144.927985,2021-06-28T23:15:32Z,2021-07-27
33005a79-406b-4e60-b5d3-56a4e97cc841,159aca6c-a19e-4819-a8a1-f3b7f1a1a6c4,Warrawong Accident & Medical Centre,02 4274 0444,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,Unknown,Warrawong Plaza,Shop 134-136,King & Cowper St,2502,WARRAWONG,NSW,-34.486382,150.887616,2021-06-28T23:15:32Z,2021-07-27
330d0adf-b039-4bac-c1da-b810e4c92b3c,b1137816-864c-45c6-d38e-e6b18367db8a,WA Country Health Service - Bremer Bay,132684,https://rollup.wa.gov.au/,State-based Regional/Community Clinic,Yes,COVID-19 Vaccine - Pfizer,No Fee,Western Australia Department of Health,,,Mobile Clinic,6338,BREMER BAY,WA,-34.3969,119.2557,2021-06-15T06:03:30Z,2021-07-27
3310f830-6df4-4351-3368-66021cf23882,ee200940-772c-4e37-9fcb-44536d3ba752,WA Country Health Service - Mount Barker (Plantagenet),132684,https://rollup.wa.gov.au/,State-based Regional/Community Clinic,Yes,COVID-19 Vaccine - AstraZeneca,No Fee,Western Australia Department of Health,,,Mobile Clinic,6324,MOUNT BARKER,WA,-34.6231,117.6551,2021-06-15T06:05:02Z,2021-07-27
3316d0f0-55c5-463e-13d0-1737a7dae937,1ba0714e-73c0-4afa-fcbd-56655cf5e06e,Mudgeeraba Family Medical Centre,0755228166,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,Unknown,Bell Central Shopping Centre,SHOP 4,2 Bell Pl,4213,MUDGEERABA,QLD,-28.080185,153.365102,2021-06-28T23:15:32Z,2021-07-27
331d9cd1-bf0b-44fa-8840-62ab85b1c4cf,bb779b52-4335-472d-94c0-5f5f95bb9593,Austin Health - Heidelberg Repatriation Hospital (Acacia Clinic),1800 675 398,,Mass Vaccination Clinic,Unknown,"COVID-19 Vaccine - Pfizer, COVID-19 Vaccine - AstraZeneca",No Fee,Victoria Department of Health,,,300 Waterdale Road ,3081,HEIDELBERG HEIGHTS,VIC,-37.7554747,145.0432991,2021-06-18T00:49:17Z,2021-07-27
33277097-cc20-49dd-133f-7deece848c63,9af20cc4-3ce3-4327-11ac-fc194c0710b6,Myhealth Regents Park,0738033700,,General Practice,Yes,COVID-19 Vaccine - Pfizer,Bulk Billing Only,Unknown,Village Fair,Shop T30,3358 - 3374 Mount Lindesay Hwy,4118,REGENTS PARK,QLD,-27.66594,153.034854,2021-07-08T23:29:25Z,2021-07-27
332d455d-9f2e-47ed-8bdf-84215c615fb3,3723620a-9464-483d-7687-545baf665b9d,Divine Medical & Cosmetic Skin Center,0741945555,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,Unknown,,Shop 15,79 - 81 Boat Harbour Dr,4655,PIALBA,QLD,-25.287496,152.833641,2021-06-28T23:15:32Z,2021-07-27
33371046-0d6c-45aa-f99c-374efe05da09,03c75d61-b684-4ff2-01ee-088655fcff79,Albert street medical,0755470222,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,HotDoc,,,131 - 133 Albert St,4207,LOGAN VILLAGE,QLD,-27.76821,153.107208,2021-06-28T23:15:32Z,2021-07-27
3345b7d9-c110-4ae0-3260-9b0819d11965,32082f32-6ce1-4b26-ff22-ddaee91ff961,Associated Medical Centre,0297187793,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,Unknown,,,10 - 12 Amy St,2194,CAMPSIE,NSW,-33.912342,151.103309,2021-06-28T23:15:32Z,2021-07-27
33517404-158f-4cfd-e339-512aecb55dcb,5b57df46-c808-46a6-47f5-631e91404570,Donnybrook Pharmacy,0897311016,,Pharmacy,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,Unknown,,,78 South Western Hwy,6239,DONNYBROOK,WA,-33.57355,115.82476,2021-07-08T23:29:25Z,2021-07-27
33536b28-8e74-4cb8-2909-fece045e8eb1,059d4c48-e939-418f-40eb-e0927ab84c17,Ascot Medical Centre,07 3268 1566,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,Unknown,,,79 Racecourse Rd,4007,ASCOT,QLD,-27.43568606,153.06524763,2021-06-28T23:15:32Z,2021-07-27
3364fc2a-6c2f-4e37-d0a8-65cb71e9717c,2550f6fe-a94a-4016-ced4-692b13c1b452,National Health Co-op Chisholm,0261780400,,General Practice,Yes,COVID-19 Vaccine - Pfizer,Bulk Billing Only,Unknown,Garden Centre,,26 Benham St,2905,CHISHOLM,ACT,-35.414772,149.128265,2021-07-08T05:44:17Z,2021-07-27
3370b273-4d56-45eb-2e18-72925881c52d,873425dd-cab5-4c2c-08b3-26e030b5f43d,Drs Teng and Tan,0292677735,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,Unknown,,,8 Wood St,2131,ASHFIELD,NSW,-33.887398,151.126776,2021-06-28T23:15:32Z,2021-07-27
337695ee-7032-466d-7daf-2127ac4824f3,dd37103f-37b2-49d9-d5d0-462477a5d876,WA Country Health Service - Busselton,132684,https://rollup.wa.gov.au/,State-based Regional/Community Clinic,Yes,COVID-19 Vaccine - AstraZeneca,No Fee,Western Australia Department of Health,,,Mobile Clinic,6280,BUSSELTON,WA,-33.6566,115.3484,2021-06-16T05:47:10Z,2021-07-27
339abdbb-3e2c-4a44-6a8d-9b7f5927dcd0,2583c26d-e118-4c76-729d-f1e5e73776a0,FirstGP,0249500326,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,Unknown,,,12 Bulkara St,2287,WALLSEND,NSW,-32.904666,151.664048,2021-06-28T23:15:32Z,2021-07-27
339ac1a5-9cc1-4ed0-542e-9ad84867ee20,5c9f30d9-78c0-4532-8879-00cee609938f,Lindfield Family Medicine,0294167411,,General Practice,Yes,COVID-19 Vaccine - Pfizer,Bulk Billing Only,HotDoc,,Suite 26,12 - 18 Tryon Rd,2070,LINDFIELD,NSW,-33.774762,151.170634,2021-07-19T00:15:50Z,2021-07-27
33aa5881-21e4-4287-6748-568699671726,583ba59e-c410-4f85-4b03-ee69f15b4774,Kruger Medical Centre,0263860200,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,Unknown,,,10 East St,2587,HARDEN,NSW,-34.562529,148.364065,2021-06-28T23:15:32Z,2021-07-27
33b13229-8895-4af3-e29c-07690ead524c,4106b328-02bc-4ab9-ec67-efdb3aa7f0cf,McDonald Street Medical Centre,03 9580 6111,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,HotDoc,,,4 - 6 Mcdonald St,3195,MORDIALLOC,VIC,-38.00528826,145.08758846,2021-06-28T23:15:32Z,2021-07-27
33c233e7-8e72-4b1a-918a-6e8682a6297e,87aafd45-ba80-4dfe-864e-add77e371232,Broken Hill (RFDSSE) Respiratory Clinic,08 8080 3765,,GP Respiratory Clinic,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - Pfizer, COVID-19 Vaccine - AstraZeneca",No Fee,,Hangar 1,,Airport Road,2880,BROKEN HILL,NSW,-31.999167,141.4679782,2021-06-07T07:16:24Z,2021-07-27
33c6af82-0f48-4d39-9202-7256b85663f8,0e77db3f-109a-4c04-4e76-1c443129369d,East Adelaide Healthcare,08 8230 6900,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,Unknown,,,337 Payneham Rd,5070,MARDEN,SA,-34.89715647,138.63787481,2021-06-28T23:15:32Z,2021-07-27
33c6b363-a2eb-4995-96b6-1c069fc0cbcd,5a119485-f6c4-4122-8b00-c67416169411,Vermont Health Care,03 9874 3344,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,HotDoc,Vermont Health Care,,5 Boronia Rd,3133,VERMONT,VIC,-37.83685256,145.19692677,2021-06-28T23:15:32Z,2021-07-27
33c9a2b3-60a6-4039-0743-caf8d8e9d813,971e24af-e7a4-4a93-573d-231601ea60d9,The Lakes Family Medical Centre,0754993224,,General Practice,Yes,COVID-19 Vaccine - Pfizer,Bulk Billing Only,Unknown,,Unit 2,25 Morayfield Rd,4510,CABOOLTURE,QLD,-27.092194,152.950564,2021-07-09T08:22:25Z,2021-07-27
33ce8921-ab08-4e75-2769-ce9024c6f4a3,0dbf34a3-9dc7-439a-1588-b8fd6091207d,Medical One - Victoria Gardens,03 9427 4000,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,Healthsite,Victoria Gardens Shopping Centre,Level 1,620 Victoria St,3121,RICHMOND,VIC,-37.81317332,145.01083964,2021-06-28T23:15:32Z,2021-07-27
33d268c4-0532-4ccb-5939-291f9bf9950e,01aa1de7-d417-4fc8-806d-93cada7865bd,Hervey Bay TAFE,134268,https://www.qld.gov.au/health/conditions/health-alerts/coronavirus-covid-19/protect-yourself-others/covid-19-vaccine/book#Queensland-Health-vaccination-locations-4,State-based Regional/Community Clinic,Yes,COVID-19 Vaccine - AstraZeneca,No Fee,Queensland Department of Health,,,47 - 95 Urraween Rd,4655,HERVEY BAY,QLD,-25.297959,152.829916,2021-06-28T01:33:12Z,2021-07-27
33d65122-9a66-47b5-fb38-820edb0ce589,1d19897f-7dd0-4bde-5c7c-7cc9ac95541b,Moama Health Clinic,0354825555,,General Practice,Yes,COVID-19 Vaccine - Pfizer,Bulk Billing Only,Unknown,Shop 8 Moama Marketplace,,2 Perricoota Rd,2731,MOAMA,NSW,-36.107304,144.750595,2021-07-07T04:07:39Z,2021-07-27
